,time,temp,max_peak,sig_peak,avg_peak,freq,label
1374,42062.25,10.0,0.8,0.5,0.4,4.1,0.0
1375,42062.29167,10.3,0.8,0.6,0.4,4.2,0.0
1376,42062.33333,10.4,0.8,0.6,0.3,6.7,0.0
1377,42062.375,10.8,0.9,0.6,0.4,6.6,0.0
1378,42062.41667,10.7,0.9,0.6,0.4,6.6,0.0
1379,42062.45833,10.7,1.2,0.7,0.4,6.2,0.0
1380,42062.5,10.7,1.2,0.9,0.6,6.3,0.0
1381,42062.54167,10.6,1.3,1.0,0.6,5.9,0.0
1382,42062.58333,10.6,1.7,1.1,0.7,5.9,0.0
1383,42062.625,11.2,1.8,1.2,0.8,6.0,0.0
1384,42062.66667,11.0,1.6,1.2,0.8,5.9,0.0
1385,42062.70833,11.0,2.3,1.5,0.9,6.5,0.0
1386,42062.75,11.2,2.4,1.7,1.0,7.6,0.0
1387,42062.79167,11.1,2.5,1.7,1.0,7.0,0.0
1388,42062.83333,11.1,2.4,1.7,1.1,7.5,0.0
1389,42062.875,12.7,2.2,1.5,1.0,7.6,0.0
1390,42062.91667,12.9,2.1,1.7,1.1,7.4,1.0
1391,42062.95833,12.8,2.6,1.6,1.0,7.0,1.0
1392,42063.0,12.6,2.1,1.6,0.9,7.3,1.0
1393,42063.04167,12.5,2.1,1.6,1.0,7.2,1.0
1394,42063.08333,12.3,2.0,1.5,1.0,7.2,1.0
1395,42063.125,12.8,2.1,1.5,1.0,7.2,1.0
1396,42063.16667,13.0,2.2,1.5,1.0,7.3,1.0
1397,42063.20833,13.0,2.0,1.5,0.9,7.4,1.0
1398,42063.25,13.1,2.2,1.7,1.1,7.6,1.0
1399,42063.29167,13.1,2.3,1.8,1.1,7.4,1.0
1400,42063.33333,13.0,2.3,1.7,1.0,7.3,1.0
1401,42063.375,13.0,2.5,1.7,1.0,7.1,1.0
1402,42063.41667,13.0,2.5,1.9,1.2,8.0,1.0
1403,42063.45833,13.0,2.6,2.1,1.3,8.4,1.0
1404,42063.5,12.9,2.4,1.9,1.2,7.8,1.0
1405,42063.54167,12.9,2.0,1.6,1.0,7.8,1.0
1406,42063.58333,12.9,2.0,1.6,0.9,7.7,1.0
1407,42063.625,12.8,2.0,1.5,0.9,7.2,1.0
1408,42063.66667,12.7,2.2,1.6,1.0,7.6,1.0
1409,42063.70833,12.6,2.5,1.4,0.9,7.5,1.0
1410,42063.75,12.6,2.2,1.5,0.9,7.7,1.0
1411,42063.79167,12.5,1.9,1.3,0.8,7.8,0.0
1412,42063.83333,12.4,1.8,1.4,0.9,7.6,0.0
1413,42063.875,12.4,1.7,1.3,0.8,7.4,0.0
1414,42063.91667,12.5,2.0,1.5,0.9,8.0,0.0
1415,42063.95833,12.4,1.8,1.5,0.9,8.1,0.0
1416,42064.0,12.4,1.5,1.3,0.8,7.7,0.0
1417,42064.04167,12.6,1.9,1.4,0.9,8.0,0.0
1418,42064.08333,12.6,1.6,1.3,0.9,8.3,0.0
1419,42064.125,12.6,1.7,1.3,0.8,7.9,0.0
1420,42064.16667,12.6,1.6,1.3,0.8,8.2,0.0
1421,42064.20833,12.5,1.7,1.3,0.8,7.8,0.0
1422,42064.25,12.5,1.7,1.2,0.7,7.8,0.0
1423,42064.29167,12.4,1.7,1.3,0.8,8.2,0.0
1424,42064.33333,12.3,1.6,1.3,0.8,8.2,0.0
1425,42064.375,12.3,1.3,1.1,0.7,8.6,0.0
1426,42064.41667,12.5,1.6,1.2,0.7,8.2,0.0
1427,42064.45833,12.3,1.6,1.1,0.7,8.8,0.0
1428,42064.5,12.3,1.3,1.0,0.6,8.5,0.0
1429,42064.54167,12.3,1.1,0.9,0.5,8.8,1.0
1430,42064.58333,12.3,1.2,0.9,0.5,8.6,1.0
1431,42064.625,12.3,1.3,0.9,0.5,8.6,1.0
1432,42064.66667,12.4,1.1,0.8,0.5,8.7,1.0
1433,42064.70833,12.4,1.2,0.8,0.5,8.9,1.0
1434,42064.75,12.5,0.9,0.7,0.4,8.1,1.0
1435,42064.79167,12.5,1.1,0.8,0.5,8.0,0.0
1436,42064.83333,12.7,1.1,0.7,0.4,8.5,0.0
1437,42064.875,12.7,0.9,0.6,0.4,8.6,0.0
1438,42064.91667,12.7,0.8,0.7,0.4,6.7,0.0
1439,42064.95833,12.7,0.7,0.5,0.3,7.8,0.0
1440,42065.0,12.4,0.7,0.5,0.3,7.7,0.0
1441,42065.04167,12.5,0.7,0.5,0.3,7.7,0.0
1442,42065.08333,12.5,0.8,0.4,0.3,5.8,0.0
1443,42065.125,12.4,0.9,0.5,0.3,5.3,0.0
1444,42065.16667,12.3,0.8,0.5,0.3,5.5,0.0
1445,42065.20833,12.6,0.9,0.6,0.4,6.5,0.0
1446,42065.25,12.5,0.9,0.6,0.3,6.3,0.0
1447,42065.29167,12.5,1.3,0.8,0.5,6.9,0.0
1448,42065.33333,12.6,1.1,0.9,0.6,7.3,0.0
1449,42065.375,12.6,1.0,0.9,0.6,6.8,0.0
1450,42065.41667,12.6,1.1,0.9,0.6,6.9,0.0
1451,42065.45833,12.8,1.3,1.0,0.6,7.1,0.0
1452,42065.5,12.9,1.3,0.9,0.6,6.4,0.0
1453,42065.54167,13.5,1.2,0.9,0.6,7.1,0.0
1454,42065.58333,13.7,1.1,0.8,0.5,6.5,0.0
1455,42065.625,13.6,1.1,0.8,0.5,6.7,0.0
1456,42065.66667,13.8,1.1,0.8,0.5,6.1,0.0
1457,42065.70833,13.7,1.1,0.8,0.5,5.8,0.0
1458,42065.75,13.6,1.0,0.7,0.5,4.9,0.0
1459,42065.79167,13.5,0.9,0.7,0.4,4.6,0.0
1460,42065.83333,13.4,1.0,0.8,0.5,4.3,0.0
1461,42065.875,13.5,0.9,0.7,0.5,4.4,0.0
1462,42065.91667,13.3,0.9,0.6,0.4,4.2,0.0
1463,42065.95833,13.2,0.9,0.6,0.4,4.3,0.0
1464,42066.0,13.0,0.8,0.6,0.4,4.4,0.0
1465,42066.04167,12.9,0.7,0.5,0.4,4.3,0.0
1466,42066.08333,12.8,0.7,0.5,0.3,4.8,0.0
1467,42066.125,12.8,0.6,0.5,0.3,4.7,0.0
1468,42066.16667,12.8,0.7,0.4,0.3,5.0,0.0
1469,42066.20833,12.8,0.5,0.4,0.2,5.5,0.0
1470,42066.25,12.7,0.6,0.4,0.2,5.3,0.0
1471,42066.29167,12.6,0.6,0.4,0.3,5.6,0.0
1472,42066.33333,12.7,0.5,0.4,0.2,6.0,0.0
1473,42066.375,12.7,0.6,0.4,0.2,6.0,0.0
1474,42066.41667,12.8,0.6,0.4,0.3,5.5,0.0
1475,42066.45833,12.8,0.8,0.6,0.4,3.7,0.0
1476,42066.5,12.7,0.6,0.5,0.3,4.3,0.0
1477,42066.54167,12.8,0.5,0.4,0.2,4.5,0.0
1478,42066.58333,12.8,0.4,0.3,0.2,5.2,0.0
1479,42066.625,12.7,0.4,0.3,0.2,5.3,0.0
1480,42066.66667,12.6,0.4,0.3,0.2,5.7,0.0
1481,42066.70833,12.5,0.3,0.3,0.2,6.1,0.0
1482,42066.75,12.4,0.3,0.3,0.2,5.8,0.0
1483,42066.79167,12.4,0.5,0.3,0.2,5.8,0.0
1484,42066.83333,12.3,0.4,0.3,0.2,5.1,0.0
1485,42066.875,12.3,0.3,0.2,0.1,5.8,0.0
1486,42066.91667,12.1,0.3,0.2,0.1,5.6,0.0
1487,42066.95833,12.1,0.3,0.2,0.1,5.6,0.0
1488,42067.0,12.1,0.5,0.3,0.2,3.9,0.0
1489,42067.04167,12.2,0.4,0.3,0.2,4.0,0.0
1490,42067.08333,12.1,0.3,0.2,0.2,3.7,0.0
1491,42067.125,12.0,0.4,0.3,0.2,2.8,0.0
1492,42067.16667,11.8,0.6,0.4,0.3,2.5,0.0
1493,42067.20833,12.0,0.7,0.4,0.3,2.3,0.0
1494,42067.25,12.1,0.5,0.4,0.2,2.4,0.0
1495,42067.29167,12.2,0.5,0.3,0.2,2.3,0.0
1496,42067.33333,12.0,0.4,0.2,0.2,2.5,0.0
1497,42067.375,11.9,0.3,0.2,0.1,3.0,0.0
1498,42067.41667,12.0,0.3,0.2,0.2,3.0,0.0
1499,42067.45833,12.0,0.4,0.3,0.2,3.1,0.0
1500,42067.5,12.2,0.4,0.3,0.2,2.7,0.0
1501,42067.54167,12.2,0.7,0.4,0.3,2.5,0.0
1502,42067.58333,12.0,0.6,0.4,0.3,2.8,0.0
1503,42067.625,11.7,0.6,0.4,0.3,3.2,0.0
1504,42067.66667,11.7,0.5,0.4,0.2,3.9,0.0
1505,42067.70833,11.8,0.7,0.5,0.3,5.2,0.0
1506,42067.75,11.9,0.7,0.5,0.3,5.7,0.0
1507,42067.79167,12.2,0.8,0.6,0.4,7.1,0.0
1508,42067.83333,12.4,0.9,0.7,0.5,7.3,0.0
1509,42067.875,12.5,1.3,0.9,0.6,7.8,0.0
1510,42067.91667,12.4,1.2,0.9,0.5,8.0,0.0
1511,42067.95833,13.3,1.6,1.2,0.7,7.9,0.0
1512,42068.0,13.4,1.3,1.0,0.6,7.5,0.0
1513,42068.04167,13.0,1.2,1.0,0.6,7.4,0.0
1514,42068.08333,12.6,1.4,1.0,0.6,7.2,0.0
1515,42068.125,12.4,1.3,1.0,0.6,7.2,0.0
1516,42068.16667,12.3,1.7,1.2,0.7,7.1,0.0
1517,42068.20833,12.2,1.6,1.2,0.8,7.3,0.0
1518,42068.25,12.1,1.6,1.3,0.8,7.7,0.0
1519,42068.29167,11.9,1.9,1.5,1.0,7.9,0.0
1520,42068.33333,11.9,2.3,1.7,1.1,8.3,0.0
1521,42068.375,12.1,2.9,2.1,1.3,8.5,0.0
1522,42068.41667,12.5,2.7,2.0,1.2,8.9,0.0
1523,42068.45833,13.1,3.1,2.2,1.4,8.9,0.0
1524,42068.5,13.2,2.7,2.3,1.5,9.1,0.0
1525,42068.54167,13.4,2.6,2.0,1.3,8.9,1.0
1526,42068.58333,13.5,2.5,2.3,1.5,9.2,1.0
1527,42068.625,13.5,2.9,2.4,1.5,9.2,1.0
1528,42068.66667,13.5,2.7,2.1,1.3,9.3,1.0
1529,42068.70833,13.5,2.5,2.4,1.5,9.4,1.0
1530,42068.75,13.6,2.8,2.2,1.4,9.3,1.0
1531,42068.79167,13.5,3.0,2.1,1.3,8.9,1.0
1532,42068.83333,13.5,3.2,2.3,1.4,9.2,1.0
1533,42068.875,13.5,2.9,2.2,1.4,9.3,1.0
1534,42068.91667,13.6,3.1,2.3,1.5,9.0,1.0
1535,42068.95833,13.5,2.5,1.8,1.1,8.7,1.0
1536,42069.0,13.2,2.5,1.9,1.2,8.5,1.0
1537,42069.04167,13.0,2.6,1.8,1.1,8.8,1.0
1538,42069.08333,12.9,2.5,1.8,1.1,8.5,1.0
1539,42069.125,13.0,2.3,1.8,1.1,8.3,1.0
1540,42069.16667,13.1,2.4,1.7,1.1,8.2,1.0
1541,42069.20833,12.9,2.3,1.8,1.1,8.5,1.0
1542,42069.25,12.9,2.2,1.7,1.1,8.4,1.0
1543,42069.29167,12.8,2.3,1.7,1.1,8.7,1.0
1544,42069.33333,12.8,2.5,1.7,1.0,7.8,1.0
1545,42069.375,12.8,1.9,1.4,0.9,7.3,1.0
1546,42069.41667,12.9,2.1,1.4,0.9,7.7,1.0
1547,42069.45833,12.9,1.7,1.3,0.9,7.1,1.0
1548,42069.5,12.8,2.3,1.4,0.9,7.3,1.0
1549,42069.54167,12.9,1.8,1.3,0.8,7.5,1.0
1550,42069.58333,12.8,1.6,1.3,0.9,7.8,1.0
1551,42069.625,12.9,1.7,1.2,0.8,7.5,1.0
1552,42069.66667,12.9,1.7,1.3,0.8,7.8,1.0
1553,42069.70833,12.8,1.7,1.3,0.8,7.7,1.0
1554,42069.75,12.7,1.7,1.3,0.8,7.7,1.0
1555,42069.79167,12.9,1.7,1.3,0.8,7.8,1.0
1556,42069.83333,12.9,1.6,1.3,0.8,8.0,1.0
1557,42069.875,12.8,1.7,1.2,0.8,7.8,1.0
1558,42069.91667,12.8,1.4,1.1,0.8,7.8,1.0
1559,42069.95833,12.8,1.6,1.1,0.7,7.6,1.0
1560,42070.0,12.7,1.7,1.2,0.7,8.0,1.0
1561,42070.04167,12.6,1.7,1.1,0.7,7.5,1.0
1562,42070.08333,12.6,1.4,1.1,0.7,7.3,1.0
1563,42070.125,12.5,1.3,1.1,0.7,7.4,1.0
1564,42070.16667,12.4,1.1,1.0,0.6,7.2,1.0
1565,42070.20833,12.4,1.4,1.0,0.6,7.4,1.0
1566,42070.25,12.3,1.6,1.0,0.6,7.2,1.0
1567,42070.29167,12.3,1.2,0.9,0.6,7.6,0.0
1568,42070.33333,12.3,1.2,0.9,0.6,7.0,0.0
1569,42070.375,12.4,1.2,0.8,0.5,7.2,0.0
1570,42070.41667,12.5,1.2,0.9,0.6,7.4,0.0
1571,42070.45833,12.8,1.1,0.9,0.6,6.9,0.0
1572,42070.5,12.9,1.1,0.9,0.6,7.3,0.0
1573,42070.54167,12.9,1.0,0.8,0.5,6.6,0.0
1574,42070.58333,12.9,1.0,0.8,0.5,6.6,0.0
1575,42070.625,12.8,1.1,0.8,0.5,6.3,0.0
1576,42070.66667,12.7,1.0,0.7,0.4,5.8,0.0
1577,42070.70833,12.5,1.1,0.7,0.5,6.1,0.0
1578,42070.75,12.6,1.0,0.7,0.5,5.9,0.0
1579,42070.79167,12.5,1.1,0.7,0.5,5.3,0.0
1580,42070.83333,12.4,1.0,0.7,0.4,5.3,0.0
1581,42070.875,12.3,0.8,0.7,0.4,5.3,0.0
1582,42070.91667,12.3,1.0,0.7,0.4,5.5,0.0
1583,42070.95833,12.8,0.8,0.6,0.4,5.8,0.0
1584,42071.0,13.1,1.0,0.6,0.4,5.5,0.0
1585,42071.04167,13.0,0.8,0.6,0.4,5.3,0.0
1586,42071.08333,12.7,0.7,0.6,0.4,5.3,0.0
1587,42071.125,12.5,0.8,0.6,0.4,5.4,0.0
1588,42071.16667,12.4,0.7,0.6,0.4,5.4,0.0
1589,42071.20833,12.3,0.9,0.6,0.4,5.0,0.0
1590,42071.25,12.2,0.7,0.5,0.3,5.0,0.0
1591,42071.29167,12.2,0.7,0.5,0.3,4.9,0.0
1592,42071.33333,12.1,0.6,0.5,0.3,5.5,0.0
1593,42071.375,12.1,0.7,0.5,0.3,5.1,0.0
1594,42071.41667,12.2,0.6,0.4,0.3,4.8,0.0
1595,42071.45833,12.3,0.6,0.5,0.3,5.1,0.0
1596,42071.5,12.5,0.7,0.5,0.3,4.7,0.0
1597,42071.54167,13.1,0.7,0.5,0.3,4.5,0.0
1598,42071.58333,13.5,0.7,0.5,0.3,4.5,0.0
1599,42071.625,14.0,0.8,0.5,0.4,4.5,0.0
1600,42071.66667,13.8,0.8,0.6,0.4,4.5,0.0
1601,42071.70833,13.5,0.8,0.6,0.4,4.3,0.0
1602,42071.75,13.4,0.9,0.7,0.4,4.5,0.0
1603,42071.79167,13.1,1.0,0.7,0.5,4.4,0.0
1604,42071.83333,12.8,1.1,0.7,0.5,4.9,0.0
1605,42071.875,12.7,0.9,0.7,0.5,4.5,0.0
1606,42071.91667,12.6,0.9,0.7,0.4,4.8,0.0
1607,42071.95833,13.5,4.0,11.3,4.7,11.2,0.0
1608,42072.0,12.4,0.9,0.7,0.4,4.5,0.0
1609,42072.04167,12.3,0.9,0.7,0.4,4.4,0.0
1610,42072.08333,13.2,0.7,0.6,0.4,4.4,0.0
1611,42072.125,13.4,0.8,0.6,0.4,4.5,0.0
1612,42072.16667,13.6,0.8,0.6,0.4,4.6,0.0
1613,42072.20833,13.5,0.8,0.6,0.4,4.7,0.0
1614,42072.25,13.3,0.9,0.6,0.4,4.8,0.0
1615,42072.29167,12.8,0.9,0.6,0.4,4.9,0.0
1616,42072.33333,12.6,0.8,0.6,0.4,5.0,0.0
1617,42072.375,12.5,1.0,0.6,0.4,5.1,0.0
1618,42072.41667,12.5,0.7,0.6,0.4,5.0,0.0
1619,42072.45833,12.8,0.7,0.5,0.3,5.0,0.0
1620,42072.5,12.9,0.5,2.9,1.7,9.5,0.0
1621,42072.54167,12.5,0.2,0.1,0.1,7.2,0.0
1622,42076.66667,12.7,0.8,0.6,0.3,7.5,0.0
1623,42076.70833,12.7,0.8,0.6,0.4,7.6,0.0
1624,42076.75,12.7,1.1,0.7,0.4,8.1,0.0
1625,42076.79167,12.6,1.0,0.8,0.5,7.9,0.0
1626,42076.83333,12.6,0.9,0.8,0.5,6.6,0.0
1627,42076.875,12.6,1.1,0.8,0.5,6.7,0.0
1628,42076.91667,12.5,1.1,0.8,0.5,6.3,0.0
1629,42076.95833,12.5,1.1,0.8,0.5,6.1,0.0
1630,42077.0,12.5,1.1,0.8,0.5,6.0,0.0
1631,42077.04167,12.5,0.9,0.6,0.4,6.1,0.0
1632,42077.08333,12.5,0.9,0.6,0.4,5.7,0.0
1633,42077.125,12.5,0.9,0.6,0.4,5.8,0.0
1634,42077.16667,12.5,0.9,0.7,0.4,6.2,0.0
1635,42077.20833,12.4,0.8,0.6,0.4,6.3,0.0
1636,42077.25,12.4,0.8,0.6,0.4,6.5,0.0
1637,42077.29167,12.4,1.0,0.7,0.4,6.3,0.0
1638,42077.33333,12.3,0.8,0.6,0.3,6.5,0.0
1639,42077.375,12.3,0.9,0.6,0.4,6.8,0.0
1640,42077.41667,12.3,0.9,0.6,0.4,6.6,0.0
1641,42077.45833,12.3,0.9,0.5,0.3,6.2,0.0
1642,42077.5,12.4,0.9,0.6,0.4,6.4,0.0
1643,42077.54167,12.5,0.8,0.6,0.4,5.9,0.0
1644,42077.58333,12.8,0.8,0.6,0.4,5.5,0.0
1645,42077.625,13.7,0.8,0.6,0.4,5.7,0.0
1646,42077.66667,13.9,0.9,0.6,0.4,5.5,0.0
1647,42077.70833,13.4,0.9,0.7,0.4,5.5,0.0
1648,42077.75,13.1,0.9,0.7,0.4,5.4,0.0
1649,42077.79167,13.0,0.9,0.7,0.4,5.1,0.0
1650,42077.83333,13.0,0.9,0.6,0.4,5.1,0.0
1651,42077.875,13.2,1.0,0.6,0.4,5.4,0.0
1652,42077.91667,13.0,0.9,0.6,0.4,4.3,0.0
1653,42077.95833,12.9,0.8,0.6,0.4,5.0,0.0
1654,42078.0,13.0,0.7,0.5,0.3,5.0,0.0
1655,42078.04167,12.9,0.8,0.6,0.4,4.9,0.0
1656,42078.08333,12.8,0.9,0.6,0.4,4.9,0.0
1657,42078.125,12.6,0.9,0.6,0.4,4.8,0.0
1658,42078.16667,12.6,0.8,0.5,0.3,4.9,0.0
1659,42078.20833,12.5,0.7,0.5,0.3,4.9,0.0
1660,42078.25,12.6,0.6,0.4,0.3,4.8,0.0
1661,42078.29167,12.5,0.6,0.5,0.3,4.9,0.0
1662,42078.33333,12.5,0.6,0.4,0.3,4.9,0.0
1663,42078.375,12.5,0.5,0.4,0.2,5.3,0.0
1664,42078.41667,12.6,0.5,0.4,0.2,5.4,0.0
1665,42078.45833,12.8,0.6,0.4,0.2,4.9,0.0
1666,42078.5,13.0,0.7,0.4,0.3,5.3,0.0
1667,42078.54167,13.0,0.8,0.5,0.3,4.9,0.0
1668,42078.58333,13.2,0.8,0.5,0.4,4.1,0.0
1669,42078.625,13.1,1.1,0.8,0.5,4.0,0.0
1670,42078.66667,13.3,1.3,0.9,0.6,4.1,0.0
1671,42078.70833,13.2,1.3,1.0,0.6,4.6,0.0
1672,42078.75,13.1,1.4,1.1,0.7,4.4,0.0
1673,42078.79167,13.0,1.5,1.0,0.7,4.5,0.0
1674,42078.83333,12.9,1.1,0.8,0.5,4.4,0.0
1675,42078.875,12.8,0.9,0.6,0.4,4.5,0.0
1676,42078.91667,12.8,0.7,0.5,0.3,4.7,0.0
1677,42078.95833,12.7,0.6,0.5,0.3,5.4,0.0
1678,42079.0,12.7,0.6,0.4,0.3,5.7,0.0
1679,42079.04167,12.6,0.5,0.4,0.3,5.0,0.0
1680,42079.08333,12.6,0.5,0.4,0.2,6.8,0.0
1681,42079.125,12.5,0.8,0.4,0.3,6.0,0.0
1682,42079.16667,12.5,0.5,0.4,0.2,7.1,0.0
1683,42079.20833,12.5,0.7,0.4,0.3,7.5,0.0
1684,42079.25,12.5,0.6,0.4,0.3,7.2,0.0
1685,42079.29167,12.5,0.6,0.4,0.2,7.5,0.0
1686,42079.33333,12.5,0.5,0.4,0.2,7.1,0.0
1687,42079.375,12.4,0.5,0.3,0.2,7.6,0.0
1688,42079.41667,12.6,0.5,0.3,0.2,6.2,0.0
1689,42079.45833,12.7,0.6,0.4,0.2,6.9,0.0
1690,42079.5,12.8,0.6,0.4,0.2,6.4,0.0
1691,42079.54167,13.0,0.5,0.4,0.2,7.1,0.0
1692,42079.58333,13.5,0.5,0.4,0.2,7.7,0.0
1693,42079.625,13.5,0.5,0.4,0.2,7.0,0.0
1694,42079.66667,13.6,0.6,0.5,0.3,7.7,0.0
1695,42079.70833,13.5,0.8,0.5,0.3,8.3,0.0
1696,42079.75,13.2,0.8,0.5,0.3,6.3,0.0
1697,42079.79167,12.9,0.9,0.6,0.4,5.3,0.0
1698,42079.83333,12.8,0.9,0.6,0.4,4.6,0.0
1699,42079.875,12.7,1.1,0.6,0.4,4.9,0.0
1700,42079.91667,12.6,1.1,0.7,0.4,4.0,0.0
1701,42079.95833,12.6,1.2,0.7,0.4,4.5,0.0
1702,42080.0,12.6,0.8,0.6,0.4,4.2,0.0
1703,42080.04167,12.5,0.8,0.6,0.4,3.9,0.0
1704,42080.08333,12.5,0.8,0.7,0.4,4.2,0.0
1705,42080.125,12.5,0.6,0.4,0.3,4.1,0.0
1706,42080.16667,12.5,0.5,0.4,0.2,4.2,0.0
1707,42080.20833,12.5,0.5,0.3,0.2,4.1,0.0
1708,42080.25,12.5,0.4,0.3,0.2,4.0,0.0
1709,42080.29167,12.4,0.5,0.3,0.2,4.1,0.0
1710,42080.33333,12.4,0.3,0.2,0.2,3.8,0.0
1711,42080.375,12.5,0.4,0.2,0.2,3.7,0.0
1712,42080.41667,13.0,0.4,0.3,0.2,4.1,0.0
1713,42080.45833,13.7,0.4,0.3,0.2,4.1,0.0
1714,42080.5,13.5,0.4,0.3,0.2,3.7,0.0
1715,42080.54167,14.0,0.4,0.3,0.2,3.7,0.0
1716,42080.58333,13.7,0.5,0.4,0.3,3.6,0.0
1717,42080.625,14.0,0.5,0.4,0.3,3.4,0.0
1718,42080.66667,14.0,0.6,0.4,0.3,3.7,0.0
1719,42080.70833,14.0,0.5,0.4,0.3,3.7,0.0
1720,42080.75,14.1,0.6,0.4,0.3,4.2,0.0
1721,42080.79167,14.2,0.6,0.4,0.3,3.9,0.0
1722,42080.83333,14.1,0.7,0.5,0.3,4.0,0.0
1723,42080.875,14.1,0.6,0.5,0.3,3.9,0.0
1724,42080.91667,14.1,0.6,0.5,0.3,3.9,0.0
1725,42080.95833,14.0,0.6,0.4,0.3,4.1,0.0
1726,42081.0,13.6,0.6,0.4,0.3,4.0,0.0
1727,42081.04167,13.4,0.7,0.4,0.3,4.3,0.0
1728,42081.08333,13.4,0.8,0.5,0.3,4.4,0.0
1729,42081.125,13.4,1.0,0.8,0.5,3.8,0.0
1730,42081.16667,13.5,1.5,1.1,0.7,4.7,0.0
1731,42081.20833,13.4,1.8,1.3,0.9,5.2,0.0
1732,42081.25,13.4,1.9,1.3,0.8,5.2,0.0
1733,42081.29167,13.4,1.7,1.1,0.7,4.9,0.0
1734,42081.33333,13.4,1.7,1.3,0.8,5.1,0.0
1735,42081.375,13.4,1.8,1.3,0.8,5.5,0.0
1736,42081.41667,13.5,1.8,1.3,0.8,5.6,0.0
1737,42081.45833,13.5,1.8,1.3,0.8,5.6,0.0
1738,42081.5,13.6,1.9,1.5,0.9,5.4,0.0
1739,42081.54167,13.6,2.1,1.3,0.8,5.2,0.0
1740,42081.58333,13.6,1.8,1.3,0.8,5.3,0.0
1741,42081.625,13.6,1.9,1.3,0.8,5.4,0.0
1742,42081.66667,13.6,1.9,1.4,0.9,5.3,0.0
1743,42081.70833,13.6,1.7,1.2,0.8,5.0,0.0
1744,42081.75,13.6,2.6,1.6,1.0,5.3,0.0
1745,42081.79167,13.5,3.6,2.3,1.3,6.0,0.0
1746,42081.83333,13.5,3.2,2.7,1.6,6.2,0.0
1747,42081.875,13.5,3.3,2.8,1.7,6.7,0.0
1748,42081.91667,13.5,4.5,3.0,1.8,6.7,0.0
1749,42081.95833,13.4,4.4,3.3,2.0,6.9,0.0
1750,42082.0,13.4,3.7,2.7,1.7,6.8,0.0
1751,42082.04167,13.2,3.5,2.3,1.4,6.6,0.0
1752,42082.08333,13.3,3.0,2.1,1.3,6.6,0.0
1753,42082.125,12.8,2.8,2.1,1.3,6.8,0.0
1754,42082.16667,12.5,2.6,1.7,1.0,6.5,0.0
1755,42082.20833,12.2,2.4,1.9,1.1,6.7,0.0
1756,42082.25,12.0,2.5,1.8,1.1,6.6,0.0
1757,42082.29167,11.8,2.4,1.9,1.2,6.5,0.0
1758,42082.33333,11.5,2.3,1.8,1.1,6.7,0.0
1759,42082.375,11.6,2.5,2.0,1.2,7.0,0.0
1760,42082.41667,11.8,2.5,1.9,1.2,7.1,0.0
1761,42082.45833,11.8,2.3,1.8,1.1,6.8,0.0
1762,42082.5,12.9,2.8,1.9,1.1,6.9,0.0
1763,42082.54167,13.0,2.5,1.8,1.1,6.6,0.0
1764,42082.58333,13.1,2.7,1.7,1.0,6.5,0.0
1765,42082.625,13.1,2.2,1.7,1.1,6.3,0.0
1766,42082.66667,13.0,1.9,1.5,0.9,6.3,0.0
1767,42082.70833,13.0,2.1,1.4,0.9,6.2,0.0
1768,42082.75,12.9,1.9,1.4,0.9,6.4,0.0
1769,42082.79167,12.9,1.8,1.3,0.8,6.6,0.0
1770,42082.83333,12.7,1.8,1.2,0.7,6.4,0.0
1771,42082.875,12.5,1.7,1.3,0.8,6.5,0.0
1772,42082.91667,12.5,1.7,1.2,0.8,6.5,0.0
1773,42082.95833,12.3,1.6,1.1,0.7,6.4,0.0
1774,42083.0,12.4,1.6,1.1,0.7,6.5,0.0
1775,42083.04167,12.1,1.5,1.1,0.7,6.9,0.0
1776,42083.08333,12.8,1.4,1.1,0.7,6.5,0.0
1777,42083.125,13.0,1.6,1.0,0.6,6.4,0.0
1778,42083.16667,13.0,1.4,0.9,0.5,6.4,0.0
1779,42083.20833,12.8,1.2,0.9,0.6,6.4,0.0
1780,42083.25,12.8,1.3,0.9,0.6,6.5,0.0
1781,42083.29167,12.8,1.3,1.0,0.6,6.6,0.0
1782,42083.33333,12.6,1.4,1.0,0.6,6.6,0.0
1783,42083.375,12.9,1.3,0.9,0.6,6.7,0.0
1784,42083.41667,13.1,1.5,1.0,0.6,6.5,0.0
1785,42083.45833,13.2,1.1,0.9,0.6,6.3,0.0
1786,42083.5,13.2,1.1,0.8,0.5,6.2,0.0
1787,42083.54167,13.3,1.2,0.9,0.6,6.4,0.0
1788,42083.58333,13.3,1.2,0.9,0.6,5.8,0.0
1789,42083.625,13.3,1.1,0.8,0.5,5.9,0.0
1790,42083.66667,13.3,1.2,0.8,0.5,6.1,0.0
1791,42083.70833,13.5,1.2,0.8,0.5,6.5,0.0
1792,42083.75,13.4,1.2,0.8,0.5,5.7,0.0
1793,42083.79167,13.7,1.2,0.8,0.5,6.2,0.0
1794,42083.83333,13.8,0.9,0.7,0.5,6.2,0.0
1795,42083.875,14.1,0.9,0.7,0.4,5.8,0.0
1796,42083.91667,14.1,0.8,0.6,0.4,5.9,0.0
1797,42083.95833,13.9,0.7,0.5,0.3,5.9,0.0
1798,42084.0,13.7,0.7,0.5,0.3,5.8,0.0
1799,42084.04167,13.5,0.8,0.6,0.4,6.1,0.0
1800,42084.08333,13.3,0.6,0.5,0.3,5.6,0.0
