,time,temp,max_peak,sig_peak,avg_peak,freq
504,42343.0,17.7,0.9,0.7,0.4,6.9
505,42343.04167,17.6,0.7,0.6,0.4,6.7
506,42343.08333,17.7,0.8,0.6,0.4,7.1
507,42343.125,17.7,0.8,0.6,0.4,7.0
508,42343.16667,17.7,0.9,0.6,0.4,6.8
509,42343.20833,17.7,1.0,0.6,0.4,6.2
510,42343.25,17.7,0.9,0.6,0.4,6.6
511,42343.29167,17.6,0.9,0.7,0.4,6.6
512,42343.33333,17.6,0.9,0.6,0.4,6.1
513,42343.375,17.6,0.9,0.7,0.4,6.1
514,42343.41667,17.7,1.0,0.7,0.4,5.9
515,42343.45833,17.7,1.0,0.7,0.4,6.2
516,42343.5,17.8,0.8,0.6,0.4,5.9
517,42343.54167,17.9,0.9,0.6,0.4,5.9
518,42343.58333,17.9,0.7,0.6,0.4,6.2
519,42343.625,17.9,0.8,0.6,0.4,5.7
520,42343.66667,18.0,0.7,0.5,0.3,6.1
521,42343.70833,18.0,0.8,0.5,0.3,5.8
522,42343.75,18.0,0.7,0.5,0.3,6.4
523,42343.79167,17.9,0.8,0.6,0.4,6.8
524,42343.83333,17.9,0.7,0.6,0.3,6.5
525,42343.875,17.8,0.9,0.7,0.4,6.8
526,42343.91667,17.8,0.9,0.7,0.4,6.4
527,42343.95833,17.7,0.9,0.8,0.5,6.6
528,42344.0,17.8,1.1,0.8,0.5,6.7
529,42344.04167,17.8,0.9,0.8,0.5,6.7
530,42344.08333,17.9,1.2,0.8,0.5,6.9
531,42344.125,17.9,1.0,0.8,0.5,6.9
532,42344.16667,18.0,1.1,0.7,0.5,6.6
533,42344.20833,18.1,1.0,0.7,0.5,6.4
534,42344.25,18.1,0.8,0.7,0.4,6.3
535,42344.29167,18.1,1.0,0.7,0.4,6.7
536,42344.33333,18.0,1.1,0.7,0.4,6.2
537,42344.375,17.9,0.9,0.7,0.4,6.3
538,42344.41667,17.9,0.9,0.6,0.4,6.4
539,42344.45833,17.9,0.8,0.6,0.4,6.4
540,42344.5,18.0,1.1,0.7,0.4,6.5
541,42344.54167,18.0,0.9,0.7,0.4,7.2
542,42344.58333,18.0,1.1,0.8,0.5,7.2
543,42344.625,18.1,1.2,0.9,0.5,7.5
544,42344.66667,18.1,1.1,0.9,0.6,7.5
545,42344.70833,18.1,1.2,0.9,0.5,7.3
546,42344.75,18.1,1.2,0.9,0.5,7.2
547,42344.79167,18.0,1.0,0.8,0.5,7.0
548,42344.83333,18.1,1.1,0.8,0.5,7.2
549,42344.875,18.0,1.1,0.9,0.5,7.6
550,42344.91667,18.1,1.2,0.8,0.5,7.2
551,42344.95833,18.1,1.1,0.9,0.5,7.3
552,42345.0,18.0,1.1,0.9,0.6,7.3
553,42345.04167,18.0,1.0,0.9,0.6,7.1
554,42345.08333,18.0,1.1,0.9,0.6,6.8
555,42345.125,17.9,1.1,0.9,0.6,6.2
556,42345.16667,17.9,1.3,0.9,0.6,6.0
557,42345.20833,17.8,1.3,0.9,0.6,5.9
558,42345.25,17.8,1.2,0.9,0.6,5.8
559,42345.29167,17.7,1.7,1.2,0.8,5.1
560,42345.33333,17.6,1.7,1.4,0.8,6.7
561,42345.375,17.5,1.5,1.1,0.7,5.7
562,42345.41667,17.4,1.4,1.0,0.6,5.7
563,42345.45833,17.3,1.1,0.8,0.5,5.0
564,42345.5,17.1,1.0,0.7,0.5,5.0
565,42345.54167,0.0,0.0,0.0,0.0,0.0
566,42345.58333,0.0,0.0,0.0,0.0,0.0
567,42345.625,0.0,0.0,0.0,0.0,0.0
568,42345.66667,0.0,0.0,0.0,0.0,0.0
569,42345.70833,0.0,0.0,0.0,0.0,0.0
570,42345.75,0.0,0.0,0.0,0.0,0.0
571,42345.79167,0.0,0.0,0.0,0.0,0.0
572,42345.83333,0.0,0.0,0.0,0.0,0.0
573,42345.875,0.0,0.0,0.0,0.0,0.0
574,42345.91667,0.0,0.0,0.0,0.0,0.0
575,42345.95833,0.0,0.0,0.0,0.0,0.0
576,42346.0,0.0,0.0,0.0,0.0,0.0
577,42353.45833,17.7,0.7,0.4,0.3,4.5
578,42353.5,17.6,0.5,0.4,0.2,4.6
579,42353.54167,17.4,0.6,0.3,0.2,4.4
580,42353.58333,17.4,0.5,0.4,0.2,4.8
581,42353.625,17.4,0.5,0.3,0.2,4.5
582,42353.66667,17.5,0.6,0.4,0.2,4.5
583,42353.70833,17.6,0.5,0.4,0.2,4.4
584,42353.75,17.6,0.6,0.4,0.2,4.8
585,42353.79167,17.8,0.5,0.4,0.2,4.7
586,42353.83333,17.8,0.5,0.4,0.2,4.9
587,42353.875,17.7,0.5,0.4,0.2,4.8
588,42353.91667,17.7,0.6,0.4,0.3,5.2
589,42353.95833,17.7,0.4,0.3,0.2,5.0
590,42354.0,17.7,0.4,0.3,0.2,5.3
591,42354.04167,17.6,0.3,0.2,0.1,5.3
592,42354.08333,17.6,0.4,0.3,0.2,4.9
593,42354.125,17.5,0.4,0.3,0.2,5.0
594,42354.16667,17.4,0.4,0.2,0.2,4.5
595,42354.20833,17.4,0.4,0.2,0.1,4.2
596,42354.25,17.5,0.4,0.2,0.2,4.0
597,42354.29167,17.4,0.4,0.3,0.2,4.6
598,42354.33333,17.4,0.4,0.3,0.2,4.0
599,42354.375,17.4,0.4,0.3,0.2,4.4
600,42354.41667,17.6,0.6,0.3,0.2,4.9
601,42354.45833,17.5,0.5,0.3,0.2,4.9
602,42354.5,17.5,0.5,0.3,0.2,4.9
603,42354.54167,17.6,0.5,0.4,0.2,5.2
604,42354.58333,17.7,0.8,0.5,0.3,5.2
605,42354.625,17.6,0.8,0.5,0.3,6.4
606,42354.66667,17.6,0.7,0.5,0.3,5.9
607,42354.70833,17.4,0.6,0.4,0.2,6.1
608,42354.75,17.3,0.6,0.4,0.3,5.9
609,42354.79167,17.2,0.6,0.4,0.2,6.3
610,42354.83333,17.4,0.6,0.5,0.3,6.2
611,42354.875,17.5,0.7,0.5,0.3,5.6
612,42354.91667,17.5,0.7,0.4,0.3,5.9
613,42354.95833,17.4,0.5,0.3,0.2,5.8
614,42355.0,17.4,0.5,0.3,0.2,6.0
615,42355.04167,17.3,0.6,0.4,0.2,6.8
616,42355.08333,17.2,0.7,0.5,0.3,7.7
617,42355.125,17.1,0.9,0.7,0.4,8.3
618,42355.16667,17.1,0.8,0.6,0.3,7.0
619,42355.20833,16.9,0.8,0.5,0.3,6.9
620,42355.25,16.4,0.7,0.6,0.3,6.6
621,42355.29167,16.3,0.9,0.7,0.4,7.3
622,42355.33333,16.4,1.0,0.7,0.4,6.2
623,42355.375,16.3,1.1,0.8,0.5,6.8
624,42355.41667,16.4,1.0,0.8,0.5,6.3
625,42355.45833,16.5,1.0,0.8,0.5,7.0
626,42355.5,16.4,1.4,0.9,0.6,6.7
627,42355.54167,16.4,1.3,1.0,0.6,7.3
628,42355.58333,16.5,1.3,1.0,0.6,7.0
629,42355.625,16.5,1.2,0.9,0.5,7.4
630,42355.66667,16.7,1.7,1.0,0.6,7.8
631,42355.70833,16.7,1.4,1.1,0.7,7.9
632,42355.75,16.6,1.6,1.1,0.7,8.1
633,42355.79167,16.6,1.5,1.2,0.7,8.0
634,42355.83333,16.7,1.7,1.3,0.8,8.3
635,42355.875,16.8,1.9,1.4,0.9,7.9
636,42355.91667,16.9,1.9,1.4,0.8,7.8
637,42355.95833,16.9,2.1,1.4,0.9,8.0
638,42356.0,16.9,1.9,1.4,0.8,8.0
639,42356.04167,16.8,1.6,1.4,0.9,8.1
640,42356.08333,16.9,1.8,1.4,0.9,8.3
641,42356.125,16.8,1.8,1.3,0.8,8.0
642,42356.16667,16.7,1.5,1.2,0.7,8.2
643,42356.20833,16.7,1.8,1.2,0.7,8.5
644,42356.25,16.6,1.5,1.0,0.6,7.8
645,42356.29167,16.6,1.3,1.0,0.6,8.3
646,42356.33333,16.6,1.4,1.0,0.6,8.4
647,42356.375,16.7,1.4,1.0,0.6,8.2
648,42356.41667,16.7,1.4,1.0,0.6,7.9
649,42356.45833,16.7,1.3,0.9,0.6,8.1
650,42356.5,16.7,1.3,0.9,0.5,7.7
651,42356.54167,16.8,1.1,0.8,0.5,7.7
652,42356.58333,16.8,1.3,0.9,0.5,7.8
653,42356.625,16.8,1.2,0.9,0.5,7.7
654,42356.66667,16.7,1.1,0.7,0.4,7.3
655,42356.70833,16.7,0.8,0.7,0.4,7.5
656,42356.75,16.7,0.8,0.6,0.4,7.5
657,42356.79167,16.7,0.8,0.6,0.4,7.1
658,42356.83333,16.7,0.9,0.6,0.4,7.3
659,42356.875,16.8,1.0,0.6,0.4,6.6
660,42356.91667,17.0,0.8,0.6,0.4,6.2
661,42356.95833,17.1,0.9,0.6,0.4,6.3
662,42357.0,17.2,0.9,0.6,0.4,6.1
663,42357.04167,17.2,1.0,0.7,0.4,6.3
664,42357.08333,17.1,0.8,0.7,0.4,6.7
665,42357.125,17.1,1.0,0.7,0.4,6.3
666,42357.16667,17.1,0.9,0.7,0.4,6.5
667,42357.20833,16.9,1.0,0.7,0.4,6.3
668,42357.25,16.8,1.1,0.7,0.5,6.2
669,42357.29167,16.7,1.1,0.8,0.5,6.2
670,42357.33333,16.7,1.2,0.8,0.5,6.0
671,42357.375,16.6,1.1,0.8,0.5,6.0
672,42357.41667,16.6,1.0,0.7,0.4,5.8
673,42357.45833,16.5,1.1,0.7,0.4,5.9
674,42357.5,16.7,1.0,0.7,0.4,6.0
675,42357.54167,16.9,0.9,0.7,0.4,6.0
676,42357.58333,17.0,0.9,0.7,0.4,5.7
677,42357.625,17.0,1.0,0.7,0.4,5.9
678,42357.66667,17.1,0.9,0.6,0.4,6.1
679,42357.70833,17.0,0.9,0.7,0.4,6.1
680,42357.75,17.0,1.0,0.7,0.4,6.3
681,42357.79167,16.9,1.0,0.7,0.5,6.3
682,42357.83333,16.9,1.0,0.8,0.5,7.2
683,42357.875,16.9,1.0,0.7,0.4,6.7
684,42357.91667,16.9,1.1,0.8,0.5,7.0
685,42357.95833,16.9,1.1,0.8,0.5,6.8
686,42358.0,16.9,1.2,0.9,0.6,7.0
687,42358.04167,16.9,1.1,0.9,0.6,7.0
688,42358.08333,16.9,1.2,0.9,0.6,6.8
689,42358.125,16.8,1.1,0.8,0.5,6.9
690,42358.16667,16.8,1.1,0.8,0.5,6.8
691,42358.20833,16.8,1.0,0.7,0.4,6.3
692,42358.25,16.8,1.0,0.7,0.4,6.8
693,42358.29167,16.7,0.9,0.7,0.4,6.4
694,42358.33333,16.7,0.9,0.6,0.4,6.1
695,42358.375,16.8,0.9,0.6,0.4,5.8
696,42358.41667,17.0,0.8,0.7,0.4,6.3
697,42358.45833,17.0,0.8,0.6,0.4,5.7
698,42358.5,16.8,0.7,0.6,0.4,5.7
699,42358.54167,16.8,0.8,0.5,0.3,5.2
700,42358.58333,16.9,0.8,0.6,0.3,5.4
701,42358.625,16.9,0.8,0.6,0.3,6.3
702,42358.66667,16.7,0.6,0.5,0.3,6.1
703,42358.70833,16.7,0.7,0.5,0.3,6.4
704,42358.75,16.7,0.7,0.5,0.3,6.6
705,42358.79167,16.6,0.6,0.5,0.3,6.4
706,42358.83333,16.5,0.7,0.5,0.3,6.2
707,42358.875,16.5,0.6,0.5,0.3,6.1
708,42358.91667,16.5,0.7,0.5,0.3,6.2
709,42358.95833,16.5,0.7,0.5,0.3,5.8
710,42359.0,16.5,0.6,0.5,0.3,5.0
711,42359.04167,16.5,0.5,0.4,0.3,5.7
712,42359.08333,16.5,0.5,0.4,0.3,5.6
713,42359.125,16.6,0.5,0.4,0.2,5.6
714,42359.16667,16.6,0.5,0.4,0.2,6.2
715,42359.20833,16.6,0.4,0.3,0.2,6.3
716,42359.25,16.5,0.4,0.3,0.2,6.2
717,42359.29167,16.5,0.5,0.3,0.2,6.0
718,42359.33333,16.5,0.7,0.4,0.3,4.5
719,42359.375,16.5,0.4,0.3,0.2,5.0
720,42359.41667,16.5,0.5,0.4,0.2,5.0
721,42359.45833,16.4,0.4,0.3,0.2,4.2
722,42359.5,16.5,0.4,0.2,0.2,4.9
723,42359.54167,16.8,0.4,0.3,0.2,4.3
724,42359.58333,16.8,0.4,0.3,0.2,4.6
725,42359.625,16.8,0.4,0.3,0.2,4.0
726,42359.66667,16.8,0.3,0.2,0.1,4.9
727,42359.70833,16.8,0.4,0.2,0.1,4.5
728,42359.75,16.8,0.3,0.2,0.1,4.6
729,42359.79167,16.8,0.4,0.2,0.2,4.4
730,42359.83333,16.7,0.3,0.2,0.2,4.8
731,42359.875,16.7,0.3,0.2,0.1,4.6
732,42359.91667,16.6,0.3,0.2,0.1,4.7
733,42359.95833,16.6,0.3,0.2,0.1,4.3
734,42360.0,16.6,0.3,0.2,0.1,5.0
735,42360.04167,16.6,0.3,0.2,0.1,4.9
736,42360.08333,16.5,0.3,0.2,0.1,4.2
737,42360.125,16.5,0.3,0.3,0.2,3.4
738,42360.16667,16.5,0.4,0.2,0.2,4.2
739,42360.20833,16.5,0.3,0.2,0.1,3.8
740,42360.25,16.4,0.4,0.3,0.2,4.3
741,42360.29167,16.4,0.4,0.3,0.2,4.5
742,42360.33333,16.4,0.4,0.3,0.2,4.4
743,42360.375,16.5,0.4,0.3,0.2,4.0
744,42360.41667,16.5,0.4,0.4,0.2,4.0
745,42360.45833,16.5,0.5,0.3,0.2,4.1
746,42360.5,16.6,0.5,0.3,0.2,4.0
747,42360.54167,16.7,0.5,0.4,0.3,3.9
748,42360.58333,16.8,0.4,0.3,0.2,3.8
749,42360.625,17.0,0.4,0.3,0.2,4.1
750,42360.66667,17.2,0.4,0.3,0.2,4.4
751,42360.70833,17.0,0.4,0.3,0.2,4.3
752,42360.75,17.0,0.4,0.3,0.2,4.0
753,42360.79167,17.1,0.4,0.3,0.2,3.7
754,42360.83333,17.1,0.5,0.3,0.2,3.8
755,42360.875,17.0,0.5,0.3,0.2,3.4
756,42360.91667,16.9,0.5,0.4,0.2,3.2
757,42360.95833,17.0,0.6,0.4,0.2,3.3
758,42361.0,16.9,0.5,0.4,0.2,3.5
759,42361.04167,16.8,0.5,0.3,0.2,3.8
760,42361.08333,16.6,0.4,0.3,0.2,3.9
761,42361.125,16.8,0.4,0.3,0.2,3.8
762,42361.16667,16.7,0.4,0.3,0.2,4.0
763,42361.20833,16.6,0.5,0.3,0.2,4.0
764,42361.25,16.5,0.6,0.4,0.3,4.0
765,42361.29167,16.4,0.6,0.4,0.3,4.1
766,42361.33333,16.4,0.7,0.5,0.3,4.1
767,42361.375,16.3,0.7,0.5,0.3,4.4
768,42361.41667,17.5,0.8,0.6,0.4,4.6
769,42361.45833,17.0,0.8,0.6,0.4,4.9
770,42361.5,16.7,0.9,0.7,0.4,5.0
771,42361.54167,16.4,0.9,0.6,0.4,5.1
772,42361.625,17.1,0.9,0.6,0.4,5.3
773,42361.66667,17.0,0.9,0.6,0.4,5.2
774,42361.70833,18.8,0.9,0.7,0.5,5.4
775,42361.75,18.6,0.9,0.7,0.4,5.3
776,42361.79167,18.7,0.9,0.7,0.4,5.2
777,42361.83333,18.4,1.0,0.8,0.5,5.4
778,42361.875,18.3,1.2,0.8,0.5,5.3
779,42361.91667,18.0,1.0,0.7,0.5,5.2
780,42361.95833,17.7,1.0,0.7,0.5,5.2
781,42362.0,17.7,0.9,0.6,0.4,5.3
782,42362.04167,17.7,0.9,0.6,0.4,5.6
783,42362.08333,17.3,0.8,0.6,0.4,5.7
784,42362.125,17.2,0.9,0.6,0.4,5.7
785,42362.16667,17.2,0.9,0.7,0.4,5.7
786,42362.20833,17.2,0.9,0.7,0.4,5.8
787,42362.25,17.3,1.0,0.7,0.4,5.8
788,42362.29167,17.4,1.1,0.7,0.4,5.7
789,42362.33333,17.8,1.1,0.8,0.5,5.9
790,42362.375,17.6,1.1,0.7,0.4,5.6
791,42362.41667,17.4,1.0,0.8,0.5,5.7
792,42362.45833,17.5,0.9,0.8,0.5,5.8
793,42362.5,17.8,1.2,0.8,0.5,5.5
794,42362.54167,17.6,1.1,0.8,0.5,5.7
795,42362.58333,17.7,0.9,0.7,0.4,5.6
796,42362.625,17.7,0.9,0.7,0.4,5.6
797,42362.66667,17.7,0.7,0.6,0.4,5.5
798,42362.70833,17.6,0.7,0.6,0.4,5.8
799,42362.75,17.6,0.7,0.5,0.3,5.3
800,42362.79167,17.7,0.7,0.5,0.3,5.3
801,42362.83333,17.8,0.7,0.5,0.3,5.3
802,42362.875,17.8,0.8,0.5,0.3,4.9
803,42362.91667,17.5,0.6,0.4,0.3,3.7
804,42362.95833,17.5,0.5,0.3,0.2,3.5
805,42363.0,17.4,0.5,0.3,0.2,3.6
806,42363.04167,17.3,0.5,0.3,0.2,3.3
807,42363.08333,17.3,0.4,0.2,0.1,5.2
808,42363.125,17.3,0.4,0.3,0.2,4.2
809,42363.16667,17.3,0.4,0.3,0.2,4.5
810,42363.20833,17.6,0.5,0.3,0.2,4.2
811,42363.25,17.6,0.6,0.4,0.3,4.7
812,42363.29167,17.5,0.7,0.5,0.3,5.7
813,42363.33333,17.5,0.9,0.7,0.5,6.1
814,42363.375,17.4,1.1,0.8,0.5,6.1
815,42363.41667,17.3,1.0,0.7,0.4,6.2
816,42363.45833,17.2,0.9,0.7,0.4,6.1
817,42363.5,17.2,1.2,0.9,0.5,6.8
818,42363.54167,17.1,1.2,0.9,0.5,7.1
819,42363.58333,17.0,1.3,0.9,0.6,6.9
820,42363.625,17.1,1.1,0.8,0.5,6.5
821,42363.66667,17.1,1.1,0.7,0.4,6.0
822,42363.70833,17.2,0.9,0.7,0.4,6.2
823,42363.75,17.2,0.9,0.6,0.4,6.2
824,42363.79167,16.9,0.8,0.7,0.4,7.2
825,42363.83333,17.0,1.2,0.9,0.6,7.9
826,42363.875,17.1,1.6,1.2,0.8,8.1
827,42363.91667,17.0,1.4,1.1,0.6,7.6
828,42363.95833,17.0,1.8,1.3,0.8,8.4
829,42364.0,16.9,1.4,1.3,0.8,8.2
830,42364.04167,16.9,1.5,1.2,0.7,8.2
831,42364.08333,16.8,1.7,1.3,0.8,8.6
832,42364.125,16.8,1.4,1.1,0.7,7.9
833,42364.16667,16.8,1.1,1.0,0.6,7.8
834,42364.20833,16.8,1.3,0.9,0.5,7.6
835,42364.25,16.9,1.1,0.8,0.5,7.3
836,42364.29167,16.8,1.2,0.9,0.6,7.3
837,42364.33333,17.0,1.1,0.8,0.5,6.6
838,42364.375,17.1,1.2,0.8,0.5,6.5
839,42364.41667,17.1,1.0,0.8,0.5,6.1
840,42364.45833,17.0,1.1,0.7,0.5,6.0
841,42364.5,17.0,0.9,0.7,0.4,5.7
842,42364.54167,17.0,0.9,0.6,0.4,5.1
843,42364.58333,16.9,0.8,0.6,0.3,5.8
844,42364.625,16.8,0.7,0.5,0.3,6.2
845,42364.66667,16.8,0.7,0.4,0.3,5.7
846,42364.70833,16.7,0.6,0.4,0.2,6.7
847,42364.75,16.7,0.5,0.3,0.2,5.9
848,42364.79167,16.6,0.4,0.4,0.2,6.8
849,42364.83333,16.8,0.5,0.4,0.2,6.9
850,42364.875,16.8,0.4,0.3,0.2,7.0
851,42364.91667,16.6,0.5,0.3,0.2,6.4
852,42364.95833,16.6,0.4,0.3,0.2,6.3
853,42365.0,16.5,0.5,0.3,0.2,5.7
854,42365.04167,16.4,0.4,0.3,0.2,5.4
855,42365.08333,16.4,0.4,0.3,0.2,5.1
856,42365.125,16.3,0.6,0.3,0.2,6.5
857,42365.16667,16.3,0.5,0.3,0.2,6.9
858,42365.20833,16.3,0.6,0.4,0.2,6.9
859,42365.25,16.4,0.7,0.5,0.3,7.4
860,42365.29167,16.4,0.8,0.6,0.3,7.3
861,42365.33333,16.4,0.8,0.6,0.4,6.7
862,42365.375,16.4,1.0,0.7,0.4,6.3
863,42365.41667,16.4,1.0,0.8,0.5,6.2
864,42365.45833,16.4,1.4,1.0,0.6,7.8
865,42365.5,16.4,1.6,1.2,0.7,8.5
866,42365.54167,16.4,1.8,1.3,0.8,8.2
867,42365.58333,16.4,1.7,1.3,0.8,8.2
868,42365.625,16.4,1.8,1.3,0.8,8.3
869,42365.66667,16.3,1.7,1.3,0.8,7.8
870,42365.70833,16.4,1.6,1.2,0.8,7.3
871,42365.75,16.3,1.7,1.3,0.8,7.3
872,42365.79167,16.3,1.6,1.2,0.7,7.3
873,42365.83333,16.3,1.8,1.2,0.8,7.5
874,42365.875,16.3,1.8,1.2,0.7,7.1
875,42365.91667,16.2,1.7,1.2,0.7,7.2
876,42365.95833,16.2,1.5,1.2,0.7,7.2
877,42366.0,16.2,1.7,1.1,0.7,7.6
878,42366.04167,16.2,1.6,1.1,0.7,7.3
879,42366.08333,16.1,1.6,1.0,0.6,6.8
880,42366.125,16.2,1.3,0.9,0.6,6.7
881,42366.16667,16.1,1.1,0.9,0.5,6.6
882,42366.20833,16.1,1.2,0.8,0.5,7.1
883,42366.25,16.0,1.2,0.8,0.5,6.8
884,42366.29167,15.9,1.1,0.7,0.5,7.0
885,42366.33333,16.0,1.0,0.7,0.4,6.8
886,42366.375,16.0,0.9,0.7,0.4,7.0
887,42366.41667,15.9,1.0,0.7,0.4,5.7
888,42366.45833,15.9,0.8,0.6,0.4,5.8
889,42366.5,15.9,0.8,0.7,0.4,6.6
890,42366.54167,15.9,0.8,0.6,0.4,6.3
891,42366.58333,15.9,0.8,0.6,0.4,5.6
892,42366.625,15.9,0.8,0.6,0.4,5.9
893,42366.66667,15.9,0.7,0.6,0.4,6.0
894,42366.70833,15.8,0.8,0.6,0.3,5.9
895,42366.75,15.8,0.9,0.5,0.3,6.1
896,42366.79167,15.8,0.7,0.6,0.4,6.7
897,42366.83333,15.8,0.7,0.5,0.3,5.9
898,42366.875,15.8,0.7,0.6,0.4,5.2
899,42366.91667,15.9,0.8,0.6,0.3,5.9
900,42366.95833,15.8,0.8,0.5,0.3,6.2
901,42367.0,15.7,0.7,0.5,0.3,6.0
902,42367.04167,15.7,0.7,0.5,0.3,5.3
903,42367.08333,15.6,0.7,0.5,0.3,5.4
904,42367.125,15.6,0.7,0.5,0.3,5.4
905,42367.16667,15.6,0.7,0.6,0.4,5.3
906,42367.20833,15.5,0.8,0.6,0.4,5.6
907,42367.25,15.5,0.9,0.6,0.3,5.9
908,42367.29167,15.5,0.7,0.5,0.3,6.0
909,42367.33333,15.5,0.8,0.5,0.3,5.9
910,42367.375,15.5,0.9,0.6,0.3,6.2
911,42367.41667,15.5,0.7,0.6,0.4,6.0
912,42367.45833,15.5,0.9,0.6,0.4,7.1
913,42367.5,15.5,0.9,0.6,0.4,6.4
914,42367.54167,15.6,0.8,0.6,0.4,6.7
915,42367.58333,15.7,0.9,0.7,0.4,7.0
916,42367.625,15.7,0.9,0.6,0.4,6.3
917,42367.66667,15.6,0.8,0.6,0.4,5.7
918,42367.70833,15.6,0.8,0.5,0.3,6.4
919,42367.75,15.5,0.7,0.6,0.4,6.7
920,42367.79167,15.5,0.8,0.5,0.3,6.2
921,42367.83333,15.5,0.7,0.5,0.3,6.2
922,42367.875,15.5,0.8,0.5,0.3,6.0
923,42367.91667,15.5,0.7,0.5,0.3,6.2
924,42367.95833,15.4,0.6,0.5,0.3,5.9
925,42368.0,15.4,0.7,0.5,0.3,6.5
926,42368.04167,15.4,0.6,0.5,0.3,6.9
927,42368.08333,15.2,0.8,0.5,0.3,6.5
928,42368.125,15.3,0.7,0.5,0.3,6.6
929,42368.16667,15.3,0.7,0.5,0.3,6.6
930,42368.20833,15.3,0.7,0.5,0.3,6.5
931,42368.25,15.3,0.8,0.5,0.3,6.9
932,42368.29167,15.3,0.9,0.6,0.3,6.5
933,42368.33333,15.4,0.8,0.5,0.3,6.0
934,42368.375,15.2,0.9,0.6,0.3,6.6
935,42368.41667,15.2,0.8,0.6,0.3,6.0
936,42368.45833,15.3,0.8,0.5,0.3,6.4
937,42368.5,15.4,1.0,0.6,0.4,6.8
938,42368.54167,15.6,1.0,0.6,0.4,6.4
939,42368.58333,15.5,0.9,0.6,0.4,6.6
940,42368.625,16.2,0.9,0.6,0.4,6.8
941,42368.66667,17.0,0.8,0.6,0.4,6.6
942,42368.70833,16.8,0.7,0.6,0.4,6.5
943,42368.75,16.6,1.0,0.6,0.4,6.3
944,42368.79167,16.5,1.1,0.7,0.5,6.6
945,42368.83333,16.3,0.8,0.6,0.4,6.6
946,42368.875,16.3,0.8,0.6,0.4,6.5
947,42368.91667,16.2,0.7,0.5,0.3,6.3
948,42368.95833,16.1,0.9,0.6,0.4,6.6
949,42369.0,15.9,0.6,0.5,0.3,6.4
950,42369.04167,15.8,0.7,0.5,0.3,6.3
951,42369.08333,15.8,0.8,0.5,0.3,6.5
952,42369.125,15.7,0.6,0.4,0.3,5.6
953,42369.16667,15.7,0.6,0.4,0.2,5.4
954,42369.20833,15.7,0.5,0.4,0.2,5.1
955,42369.25,15.6,0.6,0.4,0.2,4.8
956,42369.29167,15.6,0.5,0.3,0.2,6.0
957,42369.33333,15.5,0.5,0.3,0.2,6.1
958,42369.375,15.5,0.5,0.3,0.2,5.2
959,42369.41667,15.3,0.5,0.4,0.2,5.0
960,42369.45833,15.3,0.6,0.4,0.2,4.6
961,42369.5,15.3,0.6,0.4,0.3,4.3
962,42369.54167,15.4,0.6,0.4,0.3,4.5
963,42369.58333,15.4,0.6,0.5,0.3,4.6
964,42369.625,15.4,0.9,0.6,0.4,4.6
965,42369.66667,15.4,0.7,0.5,0.3,4.9
966,42369.70833,15.6,0.7,0.5,0.3,5.5
967,42369.75,15.9,0.7,0.6,0.4,5.9
968,42369.79167,16.0,0.9,0.6,0.4,5.6
969,42369.83333,15.9,0.8,0.7,0.4,5.6
970,42369.875,15.9,0.7,0.6,0.3,5.7
971,42369.91667,16.0,0.7,0.5,0.3,5.2
972,42369.95833,15.8,0.7,0.5,0.3,5.4
